Date,District,Latitude,Longitude,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,WS2M,PRECTOTCORR,VPD_kPa,Month,Year,Season,Heat_Stress_35C,PPFD_estimated_umol
2015-05-30,Nizamabad,18.67,78.09,35.08,41.47,28.88,34.76,24.87,4.33,0.98,3.684488043645731,5,2015,Pre_Monsoon,True,4974.0
2015-05-31,Nizamabad,18.67,78.09,37.16,44.71,30.06,25.87,24.95,3.14,0.13,4.692210855084175,5,2015,Pre_Monsoon,True,4990.0
2015-06-01,Nizamabad,18.67,78.09,35.33,40.8,29.47,28.79,18.14,2.9,0.18,4.077519986551199,6,2015,Kharif,True,3628.0
2015-06-02,Nizamabad,18.67,78.09,34.51,39.69,30.0,33.73,21.79,3.51,0.27,3.6264140826016007,6,2015,Kharif,True,4358.0
2015-06-03,Nizamabad,18.67,78.09,34.81,40.57,29.1,34.85,25.07,2.55,0.0,3.624882938586083,6,2015,Kharif,True,5014.0
2015-06-04,Nizamabad,18.67,78.09,34.12,40.47,28.7,38.43,22.17,2.93,0.4,3.297014295132225,6,2015,Kharif,True,4434.0
2015-06-05,Nizamabad,18.67,78.09,32.15,36.32,28.31,45.36,21.06,2.52,2.22,2.6201121317874265,6,2015,Kharif,True,4212.0
2015-06-06,Nizamabad,18.67,78.09,34.02,41.07,27.95,39.43,18.65,2.82,2.6,3.225465451562467,6,2015,Kharif,True,3729.9999999999995
2015-06-07,Nizamabad,18.67,78.09,31.44,36.95,27.17,54.13,15.15,3.03,7.45,2.1129384707165766,6,2015,Kharif,True,3030.0
2015-06-08,Nizamabad,18.67,78.09,29.66,35.24,25.0,63.07,23.1,3.15,2.54,1.5366634385250575,6,2015,Kharif,True,4620.0
2015-06-09,Nizamabad,18.67,78.09,30.14,35.27,25.35,57.15,12.12,3.17,0.03,1.832804377735557,6,2015,Kharif,True,2424.0
2015-06-10,Nizamabad,18.67,78.09,31.96,37.7,25.82,51.45,24.48,2.99,0.11,2.303230664012786,6,2015,Kharif,True,4896.0
2015-06-11,Nizamabad,18.67,78.09,29.88,32.11,27.64,61.34,23.42,2.91,0.99,1.6291121365431365,6,2015,Kharif,False,4684.0
2015-06-12,Nizamabad,18.67,78.09,28.13,30.85,25.0,69.91,18.83,2.11,9.21,1.1460187054971924,6,2015,Kharif,False,3765.9999999999995
2015-06-13,Nizamabad,18.67,78.09,27.31,32.7,23.83,73.62,20.71,4.57,8.85,0.9577782240869892,6,2015,Kharif,False,4142.0
2015-06-14,Nizamabad,18.67,78.09,26.76,30.29,23.96,77.5,12.34,2.83,12.37,0.7909754532199855,6,2015,Kharif,False,2468.0
2015-06-15,Nizamabad,18.67,78.09,27.8,33.46,23.78,70.27,14.33,3.25,2.49,1.1107529178871172,6,2015,Kharif,False,2866.0
2015-06-16,Nizamabad,18.67,78.09,27.69,33.62,23.96,71.65,16.44,3.79,23.86,1.052418988319526,6,2015,Kharif,False,3288.0000000000005
2015-06-17,Nizamabad,18.67,78.09,26.66,30.31,23.52,78.37,12.32,3.33,7.25,0.755933375298909,6,2015,Kharif,False,2464.0
2015-06-18,Nizamabad,18.67,78.09,27.08,31.89,22.97,73.77,17.5,3.85,5.07,0.939586906193115,6,2015,Kharif,False,3500.0
2015-06-19,Nizamabad,18.67,78.09,26.76,30.7,23.87,73.14,12.92,5.19,1.04,0.9442489188217248,6,2015,Kharif,False,2584.0
2015-06-20,Nizamabad,18.67,78.09,26.31,30.91,23.21,77.33,9.95,5.57,13.57,0.7761149696954401,6,2015,Kharif,False,1989.9999999999998
2015-06-21,Nizamabad,18.67,78.09,26.49,31.3,23.51,74.38,6.33,6.49,7.64,0.8864632898228217,6,2015,Kharif,False,1266.0
2015-06-22,Nizamabad,18.67,78.09,26.67,31.58,23.13,72.45,10.57,6.69,1.96,0.963394227703338,6,2015,Kharif,False,2114.0
2015-06-23,Nizamabad,18.67,78.09,27.81,32.49,23.41,69.46,18.41,5.38,0.03,1.1416811482871037,6,2015,Kharif,False,3682.0
2015-06-24,Nizamabad,18.67,78.09,28.16,32.55,24.45,68.7,19.56,5.63,0.02,1.1941850833070768,6,2015,Kharif,False,3911.9999999999995
2015-06-25,Nizamabad,18.67,78.09,29.26,35.1,23.96,63.31,18.75,6.5,0.0,1.4919103015278146,6,2015,Kharif,True,3750.0
2015-06-26,Nizamabad,18.67,78.09,29.07,35.38,23.98,65.32,19.97,5.08,5.49,1.394798431780782,6,2015,Kharif,True,3994.0
2015-06-27,Nizamabad,18.67,78.09,28.29,33.74,23.71,69.49,19.31,4.0,1.62,1.1728737676371788,6,2015,Kharif,False,3861.9999999999995
2015-06-28,Nizamabad,18.67,78.09,29.1,35.03,24.16,64.67,21.92,3.61,0.2,1.4234048667374593,6,2015,Kharif,True,4384.0
2015-06-29,Nizamabad,18.67,78.09,28.94,33.74,24.5,66.09,21.44,2.84,0.0,1.3536225689661392,6,2015,Kharif,False,4288.0
2015-06-30,Nizamabad,18.67,78.09,29.56,34.75,24.35,63.37,22.97,2.86,0.26,1.5154376354703762,6,2015,Kharif,False,4594.0
2015-07-01,Nizamabad,18.67,78.09,28.15,32.55,24.57,69.76,21.89,2.41,2.8,1.153072235633966,7,2015,Kharif,False,4378.0
2015-07-02,Nizamabad,18.67,78.09,27.99,32.02,24.29,72.32,16.67,2.25,1.68,1.0456756713193798,7,2015,Kharif,False,3334.0000000000005
2015-07-03,Nizamabad,18.67,78.09,28.79,34.16,23.63,61.75,21.88,3.29,0.01,1.5136754858040606,7,2015,Kharif,False,4376.0
2015-07-04,Nizamabad,18.67,78.09,29.08,35.26,23.61,61.45,23.77,4.6,0.0,1.5513421005745935,7,2015,Kharif,True,4754.0
2015-07-05,Nizamabad,18.67,78.09,29.55,36.48,23.29,59.85,24.41,4.57,0.0,1.6601096211390116,7,2015,Kharif,True,4882.0
2015-07-06,Nizamabad,18.67,78.09,29.62,36.16,23.55,57.33,22.0,5.13,0.0,1.7714259313328204,7,2015,Kharif,True,4400.0
2015-07-07,Nizamabad,18.67,78.09,29.17,34.97,24.45,58.74,19.95,4.61,0.0,1.6690489894882288,7,2015,Kharif,False,3990.0
2015-07-08,Nizamabad,18.67,78.09,29.58,34.98,24.44,60.09,17.53,4.45,0.0,1.6530374307042042,7,2015,Kharif,False,3506.0
2015-07-09,Nizamabad,18.67,78.09,29.76,35.84,24.73,58.59,16.54,5.49,0.01,1.7330101683625307,7,2015,Kharif,True,3308.0
2015-07-10,Nizamabad,18.67,78.09,28.97,34.01,24.61,62.46,14.0,4.53,0.01,1.501126347040859,7,2015,Kharif,False,2800.0
2015-07-11,Nizamabad,18.67,78.09,29.77,36.17,24.64,60.57,19.14,3.99,0.09,1.6510955148244315,7,2015,Kharif,True,3828.0
2015-07-12,Nizamabad,18.67,78.09,30.5,36.74,24.56,58.85,23.29,2.8,0.34,1.7967239403863542,7,2015,Kharif,True,4658.0
2015-07-13,Nizamabad,18.67,78.09,29.73,33.7,26.27,63.78,21.24,2.59,0.0,1.5131974257630074,7,2015,Kharif,False,4248.0
2015-07-14,Nizamabad,18.67,78.09,28.62,31.7,25.73,70.66,19.09,2.53,14.12,1.1497022675272932,7,2015,Kharif,False,3818.0
2015-07-15,Nizamabad,18.67,78.09,27.95,31.18,25.07,70.49,21.52,3.28,1.09,1.112214141605767,7,2015,Kharif,False,4304.0
2015-07-16,Nizamabad,18.67,78.09,29.35,35.07,24.57,60.99,21.32,3.72,0.14,1.594500168317278,7,2015,Kharif,True,4264.0
2015-07-17,Nizamabad,18.67,78.09,29.56,35.58,24.29,59.8,21.13,4.29,1.34,1.6631338505571691,7,2015,Kharif,True,4226.0
2015-07-18,Nizamabad,18.67,78.09,28.86,34.48,24.24,67.63,20.35,3.59,3.11,1.2861842295073136,7,2015,Kharif,False,4070.0000000000005
2015-07-19,Nizamabad,18.67,78.09,28.19,33.7,24.37,68.13,17.74,4.52,4.93,1.218055235089996,7,2015,Kharif,False,3547.9999999999995
2015-07-20,Nizamabad,18.67,78.09,27.64,33.58,23.6,67.95,15.06,4.44,1.9,1.1863042580899483,7,2015,Kharif,False,3012.0
2015-07-21,Nizamabad,18.67,78.09,27.91,33.77,23.52,69.87,19.65,4.15,1.29,1.1329384465497658,7,2015,Kharif,False,3929.9999999999995
2015-07-22,Nizamabad,18.67,78.09,28.06,33.54,24.3,73.48,14.56,3.67,7.3,1.005944926899192,7,2015,Kharif,False,2912.0
2015-07-23,Nizamabad,18.67,78.09,27.84,33.4,24.26,72.43,16.19,3.5,12.47,1.032457490967797,7,2015,Kharif,False,3238.0000000000005
2015-07-24,Nizamabad,18.67,78.09,27.59,32.31,23.6,74.35,22.21,3.19,8.15,0.946645532523616,7,2015,Kharif,False,4442.0
2015-07-25,Nizamabad,18.67,78.09,27.85,34.12,23.54,71.01,20.13,3.69,3.68,1.0862675250892695,7,2015,Kharif,False,4026.0
2015-07-26,Nizamabad,18.67,78.09,27.46,32.6,23.47,70.59,21.06,3.48,0.22,1.0771989263972817,7,2015,Kharif,False,4212.0
2015-07-27,Nizamabad,18.67,78.09,27.67,33.37,23.11,66.23,22.73,3.4,1.57,1.2521596574716432,7,2015,Kharif,False,4546.0
2015-07-28,Nizamabad,18.67,78.09,28.32,35.43,22.69,60.47,24.36,4.2,0.03,1.5222737305716685,7,2015,Kharif,True,4872.0
2015-07-29,Nizamabad,18.67,78.09,28.5,35.66,22.29,60.74,23.24,4.17,0.57,1.5277556039433158,7,2015,Kharif,True,4648.0
2015-07-30,Nizamabad,18.67,78.09,28.38,34.67,22.52,63.45,16.47,3.95,0.09,1.4124287647875824,7,2015,Kharif,False,3294.0
2015-07-31,Nizamabad,18.67,78.09,28.66,34.65,23.3,63.18,20.4,3.43,0.04,1.446157805678082,7,2015,Kharif,False,4079.9999999999995
2015-08-01,Nizamabad,18.67,78.09,28.65,34.58,23.0,63.04,20.76,3.16,0.0,1.4508156675598256,8,2015,Kharif,False,4152.0
2015-08-02,Nizamabad,18.67,78.09,28.9,34.81,24.46,62.1,21.33,3.42,0.04,1.5094005357856235,8,2015,Kharif,False,4266.0
2015-08-03,Nizamabad,18.67,78.09,27.87,33.46,24.14,66.62,17.33,3.61,2.9,1.2522215985357468,8,2015,Kharif,False,3465.9999999999995
2015-08-04,Nizamabad,18.67,78.09,25.99,29.99,23.34,75.1,7.93,4.07,6.7,0.8365038637171196,8,2015,Kharif,False,1586.0
2015-08-05,Nizamabad,18.67,78.09,26.74,32.55,22.94,70.95,16.54,4.73,5.28,1.0200373679534986,8,2015,Kharif,False,3308.0
2015-08-06,Nizamabad,18.67,78.09,27.11,32.58,22.26,70.47,10.91,3.45,1.27,1.059658507084447,8,2015,Kharif,False,2182.0
2015-08-07,Nizamabad,18.67,78.09,28.29,34.65,23.48,68.14,15.82,3.06,1.57,1.224770837001656,8,2015,Kharif,False,3164.0
2015-08-08,Nizamabad,18.67,78.09,27.81,32.42,24.09,76.19,12.34,2.57,5.14,0.8900926044766182,8,2015,Kharif,False,2468.0
2015-08-09,Nizamabad,18.67,78.09,26.93,30.63,24.45,79.21,9.09,2.65,2.52,0.7381956290886746,8,2015,Kharif,False,1818.0
2015-08-10,Nizamabad,18.67,78.09,27.44,32.48,23.63,79.25,12.96,2.11,11.5,0.7591212381177463,8,2015,Kharif,False,2592.0
2015-08-11,Nizamabad,18.67,78.09,26.18,29.21,23.98,86.52,14.04,2.14,12.53,0.4579659347847391,8,2015,Kharif,False,2808.0
2015-08-12,Nizamabad,18.67,78.09,24.6,26.84,22.91,89.73,8.59,3.42,73.4,0.3176594525419651,8,2015,Kharif,False,1718.0
2015-08-13,Nizamabad,18.67,78.09,24.53,27.29,22.48,87.75,8.12,3.34,6.67,0.3773206593569465,8,2015,Kharif,False,1623.9999999999998
2015-08-14,Nizamabad,18.67,78.09,26.65,31.82,22.26,78.06,20.66,2.88,0.57,0.7663164864729684,8,2015,Kharif,False,4132.0
2015-08-15,Nizamabad,18.67,78.09,27.33,32.29,23.35,77.47,20.38,2.7,2.62,0.8189543703305135,8,2015,Kharif,False,4076.0
2015-08-16,Nizamabad,18.67,78.09,26.69,30.25,23.65,80.1,12.11,2.2,2.88,0.6967008277833076,8,2015,Kharif,False,2422.0
2015-08-17,Nizamabad,18.67,78.09,26.28,30.17,23.45,81.18,20.14,1.31,0.16,0.6431698816432689,8,2015,Kharif,False,4028.0
2015-08-18,Nizamabad,18.67,78.09,27.58,32.63,22.99,76.58,17.79,1.66,0.69,0.8638398734254946,8,2015,Kharif,False,3558.0
2015-08-19,Nizamabad,18.67,78.09,28.02,33.17,23.75,76.82,20.66,1.55,6.01,0.8772087107421394,8,2015,Kharif,False,4132.0
2015-08-20,Nizamabad,18.67,78.09,26.52,30.69,23.79,80.23,17.07,1.97,6.88,0.6852602436521229,8,2015,Kharif,False,3414.0
2015-08-21,Nizamabad,18.67,78.09,26.6,30.63,23.04,77.82,19.58,2.47,1.63,0.772423577324941,8,2015,Kharif,False,3915.9999999999995
2015-08-22,Nizamabad,18.67,78.09,26.01,30.26,23.08,78.26,20.9,2.68,0.24,0.7312091195778345,8,2015,Kharif,False,4180.0
2015-08-23,Nizamabad,18.67,78.09,26.44,31.31,22.71,75.63,22.34,2.62,0.0,0.8407328998639123,8,2015,Kharif,False,4468.0
2015-08-24,Nizamabad,18.67,78.09,26.87,32.33,22.95,73.3,22.44,2.77,0.0,0.9447096510369022,8,2015,Kharif,False,4488.0
2015-08-25,Nizamabad,18.67,78.09,26.84,32.56,22.65,73.8,23.27,2.82,0.0,0.9253865366972928,8,2015,Kharif,False,4654.0
2015-08-26,Nizamabad,18.67,78.09,27.11,31.75,23.03,73.93,19.19,2.4,0.07,0.935499399921826,8,2015,Kharif,False,3838.0000000000005
2015-08-27,Nizamabad,18.67,78.09,25.93,29.3,23.76,81.87,14.58,2.62,0.91,0.6069117898052045,8,2015,Kharif,False,2916.0
2015-08-28,Nizamabad,18.67,78.09,25.31,29.16,23.02,86.63,11.18,2.67,4.07,0.4314157503220928,8,2015,Kharif,False,2236.0
2015-08-29,Nizamabad,18.67,78.09,25.84,30.2,22.47,80.66,11.29,3.25,5.45,0.6439789491922672,8,2015,Kharif,False,2258.0
2015-08-30,Nizamabad,18.67,78.09,26.63,31.4,22.74,78.83,15.63,2.62,0.16,0.738552607048907,8,2015,Kharif,False,3126.0
2015-08-31,Nizamabad,18.67,78.09,25.7,29.55,23.34,81.96,20.63,2.28,3.68,0.5957324533168888,8,2015,Kharif,False,4126.0
2015-09-01,Nizamabad,18.67,78.09,26.56,31.2,22.12,73.99,16.36,2.1,2.03,0.9036742984922248,9,2015,Kharif,False,3272.0
2015-09-02,Nizamabad,18.67,78.09,27.11,31.94,22.87,72.36,20.07,1.53,0.29,0.9918374919002408,9,2015,Kharif,False,4014.0
2015-09-03,Nizamabad,18.67,78.09,28.07,34.15,22.98,68.75,18.18,0.94,0.49,1.1860512467163051,9,2015,Kharif,False,3636.0
2015-09-04,Nizamabad,18.67,78.09,27.85,32.9,23.64,72.29,19.6,1.24,0.69,1.0383053853129929,9,2015,Kharif,False,3920.0000000000005
2015-09-05,Nizamabad,18.67,78.09,27.95,32.43,24.07,72.57,21.98,0.69,2.25,1.0338201932987523,9,2015,Kharif,False,4396.0
2015-09-06,Nizamabad,18.67,78.09,28.15,33.31,23.67,71.84,21.29,1.34,1.4,1.0737603887385077,9,2015,Kharif,False,4258.0
2015-09-07,Nizamabad,18.67,78.09,27.24,31.78,22.92,75.09,17.41,1.85,3.31,0.9007081246815858,9,2015,Kharif,False,3482.0
2015-09-08,Nizamabad,18.67,78.09,26.74,31.16,23.36,77.81,16.72,1.29,2.89,0.7791610738343593,9,2015,Kharif,False,3344.0
2015-09-09,Nizamabad,18.67,78.09,26.53,31.17,22.7,78.5,20.71,1.13,9.82,0.7456637555450945,9,2015,Kharif,False,4142.0
2015-09-10,Nizamabad,18.67,78.09,27.4,32.55,23.28,73.02,19.99,1.19,2.53,0.984734294663467,9,2015,Kharif,False,3997.9999999999995
2015-09-11,Nizamabad,18.67,78.09,27.62,33.53,22.03,70.01,19.54,1.47,2.84,1.1087595270086277,9,2015,Kharif,False,3908.0
2015-09-12,Nizamabad,18.67,78.09,26.33,29.96,23.19,76.19,14.48,1.72,2.72,0.8161051998898228,9,2015,Kharif,False,2896.0
2015-09-13,Nizamabad,18.67,78.09,25.67,29.89,22.8,80.78,17.22,2.21,4.89,0.6335721526818432,9,2015,Kharif,False,3444.0
2015-09-14,Nizamabad,18.67,78.09,25.75,29.56,22.62,82.53,15.73,2.29,4.17,0.5786206851108049,9,2015,Kharif,False,3146.0
2015-09-15,Nizamabad,18.67,78.09,25.2,28.08,23.09,89.78,13.62,1.89,8.58,0.3276237912259834,9,2015,Kharif,False,2724.0
2015-09-16,Nizamabad,18.67,78.09,25.39,28.85,23.17,87.92,12.61,3.08,6.51,0.3916476481425106,9,2015,Kharif,False,2522.0
2015-09-17,Nizamabad,18.67,78.09,25.29,28.94,23.3,86.87,6.2,4.43,8.58,0.4231682923704962,9,2015,Kharif,False,1240.0
2015-09-18,Nizamabad,18.67,78.09,26.66,31.58,23.29,82.13,17.37,3.43,6.99,0.6245274811184243,9,2015,Kharif,False,3474.0
2015-09-19,Nizamabad,18.67,78.09,26.79,31.87,22.47,78.3,21.16,1.98,0.14,0.7641979894326969,9,2015,Kharif,False,4232.0
2015-09-20,Nizamabad,18.67,78.09,27.12,32.01,22.79,73.58,16.11,2.1,0.0,0.948614726454982,9,2015,Kharif,False,3222.0
2015-09-21,Nizamabad,18.67,78.09,27.05,32.65,22.77,71.32,19.95,2.36,0.0,1.0255428763427463,9,2015,Kharif,False,3990.0
2015-09-22,Nizamabad,18.67,78.09,27.22,32.77,21.68,71.24,21.54,1.77,0.0,1.0387009835797465,9,2015,Kharif,False,4308.0
2015-09-23,Nizamabad,18.67,78.09,27.66,34.09,22.23,72.04,20.89,1.46,12.73,1.0361253575969975,9,2015,Kharif,False,4178.0
2015-09-24,Nizamabad,18.67,78.09,27.0,32.08,22.97,79.77,17.36,1.08,2.24,0.7212683175665342,9,2015,Kharif,False,3472.0
2015-09-25,Nizamabad,18.67,78.09,27.37,31.84,23.98,77.98,19.49,0.96,3.12,0.8022916799704078,9,2015,Kharif,False,3897.9999999999995
2015-09-26,Nizamabad,18.67,78.09,26.22,31.57,21.75,75.94,17.98,1.82,1.84,0.8193401894184844,9,2015,Kharif,False,3596.0
2015-09-27,Nizamabad,18.67,78.09,25.11,32.01,18.81,67.86,22.2,1.89,0.0,1.024813781700428,9,2015,Kharif,False,4440.0
2015-09-28,Nizamabad,18.67,78.09,25.93,32.44,20.15,69.71,22.13,2.09,0.11,1.013974523618293,9,2015,Kharif,False,4426.0
2015-09-29,Nizamabad,18.67,78.09,26.52,32.41,21.51,71.96,18.96,2.16,0.04,0.9719118478505582,9,2015,Kharif,False,3792.0
2015-09-30,Nizamabad,18.67,78.09,26.27,31.35,21.92,76.44,17.82,1.72,0.0,0.8046836438544962,9,2015,Kharif,False,3564.0
2015-10-01,Nizamabad,18.67,78.09,26.37,31.51,22.64,76.34,17.78,1.63,1.08,0.8128785728672816,10,2015,Kharif,False,3556.0
2015-10-02,Nizamabad,18.67,78.09,27.54,34.38,21.58,70.55,16.92,1.67,3.13,1.0837192940094489,10,2015,Kharif,False,3384.0000000000005
2015-10-03,Nizamabad,18.67,78.09,27.97,33.55,23.21,73.08,20.3,1.02,4.85,1.0157811618044743,10,2015,Kharif,False,4060.0
2015-10-04,Nizamabad,18.67,78.09,26.89,30.39,23.86,79.53,13.54,1.13,2.04,0.7251284983215971,10,2015,Kharif,False,2708.0
2015-10-05,Nizamabad,18.67,78.09,27.13,33.37,22.41,71.14,20.7,1.89,0.8,1.0368308808986897,10,2015,Kharif,False,4140.0
2015-10-06,Nizamabad,18.67,78.09,26.76,34.58,21.24,60.76,22.39,1.92,0.0,1.3794611904156548,10,2015,Kharif,False,4478.0
2015-10-07,Nizamabad,18.67,78.09,26.52,34.3,21.22,59.21,22.48,1.98,0.0,1.413847513331821,10,2015,Kharif,False,4496.0
2015-10-08,Nizamabad,18.67,78.09,26.85,34.81,20.25,57.76,21.61,1.44,0.0,1.4927974436102236,10,2015,Kharif,False,4322.0
2015-10-09,Nizamabad,18.67,78.09,27.75,35.27,20.67,59.04,20.11,1.35,0.0,1.525864597111576,10,2015,Kharif,True,4022.0
2015-10-10,Nizamabad,18.67,78.09,28.38,35.2,22.76,62.27,18.91,1.38,0.06,1.4580283801760738,10,2015,Kharif,True,3782.0
2015-10-11,Nizamabad,18.67,78.09,28.7,35.49,23.15,59.82,18.13,1.6,0.02,1.5817875574851992,10,2015,Kharif,True,3626.0
2015-10-12,Nizamabad,18.67,78.09,27.94,35.89,21.38,53.76,20.17,1.79,0.0,1.7417429137264635,10,2015,Kharif,True,4034.0000000000005
2015-10-13,Nizamabad,18.67,78.09,27.64,35.8,21.58,51.27,20.5,1.64,0.0,1.803700670724592,10,2015,Kharif,True,4100.0
2015-10-14,Nizamabad,18.67,78.09,27.67,36.28,20.34,51.85,20.97,1.79,0.0,1.7853564556487895,10,2015,Kharif,True,4194.0
2015-10-15,Nizamabad,18.67,78.09,27.99,36.08,20.7,58.51,19.38,2.13,0.0,1.5673801879711369,10,2015,Kharif,True,3876.0
2015-10-16,Nizamabad,18.67,78.09,28.0,35.22,21.66,60.69,16.38,1.78,0.0,1.485890626086538,10,2015,Kharif,True,3276.0
2015-10-17,Nizamabad,18.67,78.09,27.91,34.91,22.06,62.29,17.42,1.81,0.0,1.4179591377162857,10,2015,Kharif,False,3484.0000000000005
2015-10-18,Nizamabad,18.67,78.09,28.19,35.83,22.07,56.1,19.73,1.81,0.0,1.677835733305642,10,2015,Kharif,True,3946.0
2015-10-19,Nizamabad,18.67,78.09,27.46,35.57,20.93,51.61,20.91,2.09,0.0,1.7723786483632935,10,2015,Kharif,True,4182.0
2015-10-20,Nizamabad,18.67,78.09,27.92,35.85,20.69,50.7,19.27,1.73,0.0,1.8548429178336876,10,2015,Kharif,True,3854.0
2015-10-21,Nizamabad,18.67,78.09,28.3,36.28,20.49,47.84,20.43,1.99,0.0,2.0063142518378667,10,2015,Kharif,True,4086.0
2015-10-22,Nizamabad,18.67,78.09,28.78,36.59,21.24,48.5,20.38,2.15,0.0,2.036841267347681,10,2015,Kharif,True,4076.0
2015-10-23,Nizamabad,18.67,78.09,28.75,35.9,22.12,50.93,18.66,1.83,0.0,1.9373663666380312,10,2015,Kharif,True,3732.0
2015-10-24,Nizamabad,18.67,78.09,28.81,35.43,22.99,47.65,18.03,2.17,0.0,2.074057205560184,10,2015,Kharif,True,3606.0
2015-10-25,Nizamabad,18.67,78.09,28.23,34.25,23.27,48.95,16.96,2.5,0.0,1.9556473878653384,10,2015,Kharif,False,3392.0
2015-10-26,Nizamabad,18.67,78.09,27.79,34.69,21.77,50.41,18.6,2.31,0.0,1.8516691846069553,10,2015,Kharif,False,3720.0000000000005
2015-10-27,Nizamabad,18.67,78.09,27.39,35.11,20.85,49.19,19.69,2.53,0.0,1.8534133370729304,10,2015,Kharif,True,3938.0000000000005
2015-10-28,Nizamabad,18.67,78.09,26.9,34.51,20.81,45.48,19.61,2.15,0.0,1.9324486809250856,10,2015,Kharif,False,3922.0
2015-10-29,Nizamabad,18.67,78.09,27.67,34.9,20.98,58.55,15.98,1.87,0.01,1.5369267930766837,10,2015,Kharif,False,3196.0
2015-10-30,Nizamabad,18.67,78.09,27.04,33.02,22.04,60.33,15.6,2.26,0.02,1.4176929309286708,10,2015,Kharif,False,3120.0
2015-10-31,Nizamabad,18.67,78.09,27.14,34.42,20.83,56.54,17.55,2.69,0.0,1.5622691162827724,10,2015,Kharif,False,3510.0
2015-11-01,Nizamabad,18.67,78.09,27.0,33.71,22.26,60.73,18.24,2.99,0.0,1.4001090870409194,11,2015,Kharif,False,3647.9999999999995
2015-11-02,Nizamabad,18.67,78.09,26.93,34.27,19.81,58.55,18.14,1.37,0.0,1.4717753162927156,11,2015,Kharif,False,3628.0
2015-11-03,Nizamabad,18.67,78.09,27.28,34.01,20.85,56.9,16.53,1.98,0.01,1.5620854070073888,11,2015,Kharif,False,3306.0
2015-11-04,Nizamabad,18.67,78.09,27.65,34.71,21.67,50.29,17.51,1.97,0.0,1.8410490873955496,11,2015,Kharif,False,3502.0000000000005
2015-11-05,Nizamabad,18.67,78.09,27.5,34.8,20.64,45.79,18.36,2.11,0.0,1.9901955804570317,11,2015,Kharif,False,3672.0
2015-11-06,Nizamabad,18.67,78.09,27.57,35.06,20.29,43.17,18.13,2.39,0.0,2.0949339175713857,11,2015,Kharif,True,3626.0
2015-11-07,Nizamabad,18.67,78.09,26.85,34.69,19.99,42.68,19.15,2.69,0.0,2.025737440050616,11,2015,Kharif,False,3829.9999999999995
2015-11-08,Nizamabad,18.67,78.09,26.67,34.63,19.78,45.7,18.74,2.87,0.0,1.898813305418921,11,2015,Kharif,False,3747.9999999999995
2015-11-09,Nizamabad,18.67,78.09,26.14,34.01,19.27,47.27,16.16,2.73,0.0,1.7872091948710775,11,2015,Kharif,False,3232.0
2015-11-10,Nizamabad,18.67,78.09,26.14,33.74,19.5,48.08,14.86,3.07,0.0,1.7597553839883624,11,2015,Kharif,False,2972.0
2015-11-11,Nizamabad,18.67,78.09,26.4,34.29,19.48,47.97,17.32,3.03,0.0,1.7907406698851176,11,2015,Kharif,False,3464.0
2015-11-12,Nizamabad,18.67,78.09,26.0,34.72,18.84,47.53,19.04,2.55,0.0,1.763747478067765,11,2015,Kharif,False,3808.0
2015-11-13,Nizamabad,18.67,78.09,25.54,34.29,17.75,44.81,19.35,2.27,0.0,1.8053258268617944,11,2015,Kharif,False,3870.0000000000005
2015-11-14,Nizamabad,18.67,78.09,25.46,33.63,18.3,45.79,18.61,1.97,0.0,1.764870989952452,11,2015,Kharif,False,3722.0
2015-11-15,Nizamabad,18.67,78.09,25.97,34.55,19.08,42.64,17.95,2.18,0.0,1.924705172657656,11,2015,Kharif,False,3590.0
2015-11-16,Nizamabad,18.67,78.09,24.54,30.99,20.17,46.31,14.49,2.38,0.0,1.6547314014969816,11,2015,Kharif,False,2898.0
2015-11-17,Nizamabad,18.67,78.09,25.28,34.23,17.43,45.42,17.03,2.55,0.0,1.75801993939158,11,2015,Kharif,False,3406.0
2015-11-18,Nizamabad,18.67,78.09,25.2,33.7,18.08,54.08,18.99,3.2,0.0,1.4720630619468844,11,2015,Kharif,False,3797.9999999999995
2015-11-19,Nizamabad,18.67,78.09,25.16,33.48,17.37,53.71,17.78,3.07,0.04,1.4803976249983737,11,2015,Kharif,False,3556.0
2015-11-20,Nizamabad,18.67,78.09,25.67,32.34,19.41,60.25,15.15,2.35,0.13,1.3103274229502215,11,2015,Kharif,False,3030.0
2015-11-21,Nizamabad,18.67,78.09,26.59,33.0,21.34,63.02,12.41,1.8,0.06,1.2870793288117517,11,2015,Kharif,False,2482.0
2015-11-22,Nizamabad,18.67,78.09,27.41,33.56,21.39,54.32,15.31,1.82,0.1,1.6682349768600135,11,2015,Kharif,False,3062.0
2015-11-23,Nizamabad,18.67,78.09,27.5,33.96,21.41,51.44,15.66,1.74,0.01,1.7827688136320503,11,2015,Kharif,False,3132.0
2015-11-24,Nizamabad,18.67,78.09,27.21,33.35,21.33,51.99,14.64,1.85,0.0,1.7329219091981145,11,2015,Kharif,False,2928.0
2015-11-25,Nizamabad,18.67,78.09,25.78,32.84,19.95,45.57,16.68,2.35,0.0,1.805971715069276,11,2015,Kharif,False,3336.0
2015-11-26,Nizamabad,18.67,78.09,25.46,33.61,18.51,47.88,16.93,1.44,0.0,1.6968285555491938,11,2015,Kharif,False,3386.0
